engagement_id,customer_id,favorite_match_type,average_match_watch_time_minutes,matches_watched_per_season,preferred_ad_format,ad_click_rate,sports_content_watch_hours_per_week,engagement_during_csk_matches,engagement_during_rcb_matches,engagement_during_mi_matches,streaming_device_preference,second_screen_usage,social_media_activity_during_matches,engagement_potential_score
ENG000972,CUST0972,League Match,121,34,Banner Ad,0.10,6.2,59,56,55,Smart TV,No,Low,56.7
ENG000973,CUST0973,Playoffs,224,74,Short Reel,0.32,22.3,95,96,94,Mobile,Yes,High,97.6
ENG000974,CUST0974,League Match,104,24,Banner Ad,0.06,4.4,48,46,44,Laptop,No,Low,46.0
ENG000975,CUST0975,Finals,244,79,Short Reel,0.35,26.5,99,98,97,Mobile,Yes,High,100.0
ENG000976,CUST0976,Rivalry Match,188,60,Video Ad,0.22,14.6,86,88,84,Smart TV,Yes,Medium,87.5
ENG000977,CUST0977,League Match,140,37,Influencer Promotion,0.13,7.4,61,63,60,Laptop,No,Medium,61.7
ENG000978,CUST0978,League Match,125,35,Banner Ad,0.11,6.5,60,58,56,Smart TV,No,Low,57.3
ENG000979,CUST0979,Playoffs,219,72,Short Reel,0.30,20.5,92,94,91,Mobile,Yes,High,95.5
ENG000980,CUST0980,League Match,109,27,Banner Ad,0.07,4.8,52,50,48,Laptop,No,Low,49.2
ENG000981,CUST0981,Rivalry Match,192,62,Video Ad,0.24,15.5,88,90,87,Smart TV,Yes,High,90.7
ENG000982,CUST0982,League Match,149,42,Influencer Promotion,0.15,9.3,67,68,65,Mobile,Yes,Medium,68.2
ENG000983,CUST0983,Finals,241,78,Short Reel,0.34,25.5,98,97,96,Mobile,Yes,High,99.5
ENG000984,CUST0984,League Match,115,30,Banner Ad,0.08,5.3,56,53,51,Laptop,No,Low,52.2
ENG000985,CUST0985,Playoffs,212,69,Video Ad,0.26,18.1,89,91,88,Smart TV,Yes,High,92.5
ENG000986,CUST0986,Rivalry Match,200,66,Short Reel,0.31,20.9,93,96,92,Mobile,Yes,High,96.2
ENG000987,CUST0987,League Match,142,38,Influencer Promotion,0.14,7.7,62,64,61,Laptop,No,Medium,62.9
ENG000988,CUST0988,League Match,120,33,Banner Ad,0.10,6.0,58,56,54,Smart TV,No,Low,55.7
ENG000989,CUST0989,Finals,236,76,Short Reel,0.33,24.4,96,97,95,Mobile,Yes,High,98.7
ENG000990,CUST0990,Rivalry Match,180,57,Video Ad,0.21,13.6,85,87,83,Laptop,Yes,Medium,85.1
ENG000991,CUST0991,League Match,153,44,Influencer Promotion,0.16,9.7,68,70,67,Mobile,Yes,Medium,69.9
ENG000992,CUST0992,League Match,122,34,Banner Ad,0.10,6.2,59,57,55,Smart TV,No,Low,56.3
ENG000993,CUST0993,Playoffs,224,73,Short Reel,0.31,21.9,94,95,93,Mobile,Yes,High,97.2
ENG000994,CUST0994,League Match,101,24,Banner Ad,0.05,4.0,46,45,43,Laptop,No,Low,44.9
ENG000995,CUST0995,Finals,244,78,Short Reel,0.35,26.2,99,98,97,Mobile,Yes,High,100.0
ENG000996,CUST0996,Rivalry Match,189,61,Video Ad,0.23,14.9,87,89,85,Smart TV,Yes,Medium,88.0
ENG000997,CUST0997,League Match,141,38,Influencer Promotion,0.13,7.6,62,64,61,Laptop,No,Medium,62.5
ENG000998,CUST0998,League Match,124,35,Banner Ad,0.11,6.4,60,58,56,Smart TV,No,Low,57.1
ENG000999,CUST0999,Playoffs,218,71,Short Reel,0.29,20.1,91,94,90,Mobile,Yes,High,95.1
ENG001000,CUST1000,League Match,108,27,Banner Ad,0.07,4.7,52,50,48,Laptop,No,Low,48.9
ENG001001,CUST1001,Rivalry Match,188,63,Short Reel,0.30,19.2,92,95,90,Mobile,Yes,High,94.5
ENG001002,CUST1002,League Match,129,40,Video Ad,0.15,8.6,67,64,60,Laptop,No,Medium,65.3
ENG001003,CUST1003,Playoffs,216,74,Influencer Promotion,0.33,22.2,95,94,92,Mobile,Yes,High,97.5
ENG001004,CUST1004,League Match,102,28,Banner Ad,0.07,4.7,54,51,48,Smart TV,No,Low,49.8
ENG001005,CUST1005,Finals,243,79,Short Reel,0.35,25.2,99,98,96,Mobile,Yes,High,99.2
ENG001006,CUST1006,League Match,149,44,Video Ad,0.17,10.2,71,72,69,Laptop,No,Medium,70.0
ENG001007,CUST1007,Rivalry Match,198,66,Short Reel,0.32,20.7,94,97,91,Mobile,Yes,High,95.9
ENG001008,CUST1008,League Match,170,43,Video Ad,0.14,8.4,65,61,63,Smart TV,No,Low,62.0
ENG001009,CUST1009,Playoffs,206,69,Influencer Promotion,0.29,19.1,90,93,88,Mobile,Yes,High,93.0
ENG001010,CUST1010,League Match,93,23,Banner Ad,0.05,3.4,46,48,44,Laptop,No,Low,44.8
ENG001011,CUST1011,Rivalry Match,180,58,Short Reel,0.28,17.0,88,92,86,Mobile,Yes,High,90.9
ENG001012,CUST1012,League Match,137,39,Video Ad,0.12,7.3,63,59,61,Smart TV,No,Medium,59.8
ENG001013,CUST1013,Playoffs,225,76,Influencer Promotion,0.34,23.5,97,95,94,Mobile,Yes,High,98.4
ENG001014,CUST1014,League Match,109,30,Banner Ad,0.08,5.2,57,54,51,Laptop,No,Low,51.5
ENG001015,CUST1015,Finals,236,79,Short Reel,0.35,26.2,99,98,97,Mobile,Yes,High,99.7
ENG001016,CUST1016,Rivalry Match,189,64,Video Ad,0.20,12.0,86,89,85,Laptop,Yes,Medium,86.8
ENG001017,CUST1017,League Match,148,42,Influencer Promotion,0.15,9.3,68,69,65,Mobile,Yes,Medium,68.2
ENG001018,CUST1018,League Match,117,33,Banner Ad,0.09,5.7,58,56,54,Smart TV,No,Low,54.9
ENG001019,CUST1019,Playoffs,219,73,Short Reel,0.30,20.9,94,96,92,Mobile,Yes,High,96.2
ENG001020,CUST1020,League Match,100,24,Banner Ad,0.06,4.1,49,47,45,Laptop,No,Low,46.8
ENG001021,CUST1021,Rivalry Match,183,59,Video Ad,0.22,13.1,87,89,85,Smart TV,Yes,Medium,87.9
ENG001022,CUST1022,League Match,154,47,Influencer Promotion,0.18,10.4,72,73,70,Mobile,Yes,Medium,72.1
ENG001023,CUST1023,Finals,245,80,Short Reel,0.35,26.4,99,99,98,Mobile,Yes,High,100.0
ENG001024,CUST1024,League Match,112,29,Banner Ad,0.08,4.7,55,52,52,Laptop,No,Low,50.9
ENG001025,CUST1025,Playoffs,211,70,Video Ad,0.27,18.2,90,92,89,Smart TV,Yes,High,92.7
ENG001026,CUST1026,Rivalry Match,194,65,Short Reel,0.30,19.6,92,95,90,Mobile,Yes,High,94.9
ENG001027,CUST1027,League Match,143,40,Influencer Promotion,0.14,8.0,64,66,63,Laptop,No,Medium,64.5
ENG001028,CUST1028,League Match,106,28,Banner Ad,0.07,4.5,54,52,49,Smart TV,No,Low,50.1
ENG001029,CUST1029,Finals,233,76,Short Reel,0.33,23.9,96,97,95,Mobile,Yes,High,98.4
ENG001030,CUST1030,Rivalry Match,176,56,Video Ad,0.21,13.9,84,87,83,Laptop,Yes,Medium,85.5
ENG001031,CUST1031,League Match,150,43,Influencer Promotion,0.16,9.6,69,67,67,Mobile,Yes,Medium,68.9
ENG001032,CUST1032,League Match,114,31,Banner Ad,0.09,5.9,57,55,53,Smart TV,No,Low,54.0
ENG001033,CUST1033,Playoffs,221,74,Short Reel,0.31,21.9,95,96,94,Mobile,Yes,High,97.1
ENG001034,CUST1034,League Match,98,23,Banner Ad,0.05,3.8,47,46,44,Laptop,No,Low,45.4
ENG001035,CUST1035,Finals,241,78,Short Reel,0.35,25.7,99,98,97,Mobile,Yes,High,99.8
ENG001036,CUST1036,Rivalry Match,185,61,Video Ad,0.24,15.9,88,90,87,Smart TV,Yes,High,90.8
ENG001037,CUST1037,League Match,141,39,Influencer Promotion,0.13,7.6,63,65,62,Laptop,No,Medium,62.9
ENG001038,CUST1038,League Match,121,34,Banner Ad,0.10,6.2,59,57,55,Smart TV,No,Low,56.3
ENG001039,CUST1039,Playoffs,214,71,Short Reel,0.29,20.2,92,94,91,Mobile,Yes,High,95.1
ENG001040,CUST1040,League Match,104,26,Banner Ad,0.06,4.4,50,48,46,Laptop,No,Low,47.7
ENG001041,CUST1041,Rivalry Match,191,63,Video Ad,0.23,15.1,89,90,87,Smart TV,Yes,Medium,89.1
ENG001042,CUST1042,League Match,146,43,Influencer Promotion,0.15,8.9,66,68,65,Mobile,Yes,Medium,67.6
ENG001043,CUST1043,Finals,238,77,Short Reel,0.34,25.2,98,97,96,Mobile,Yes,High,99.2
ENG001044,CUST1044,League Match,110,30,Banner Ad,0.08,5.0,56,53,51,Laptop,No,Low,51.8
ENG001045,CUST1045,Playoffs,208,68,Video Ad,0.25,17.7,88,91,87,Smart TV,Yes,High,91.7
ENG001046,CUST1046,Rivalry Match,197,66,Short Reel,0.31,20.5,93,95,92,Mobile,Yes,High,95.6
ENG001047,CUST1047,League Match,142,39,Influencer Promotion,0.14,7.8,64,65,63,Laptop,No,Medium,63.9
ENG001048,CUST1048,League Match,116,32,Banner Ad,0.09,5.5,57,55,53,Smart TV,No,Low,54.3
ENG001049,CUST1049,Finals,231,75,Short Reel,0.32,23.6,95,96,94,Mobile,Yes,High,97.9
ENG001050,CUST1050,Rivalry Match,177,57,Video Ad,0.20,13.3,84,86,82,Laptop,Yes,Medium,84.4
ENG001051,CUST1051,League Match,153,45,Influencer Promotion,0.17,9.9,70,71,69,Mobile,Yes,Medium,71.0
ENG001052,CUST1052,League Match,119,34,Banner Ad,0.10,6.1,59,56,55,Smart TV,No,Low,56.5
ENG001053,CUST1053,Playoffs,223,74,Short Reel,0.32,22.1,95,96,94,Mobile,Yes,High,97.4
ENG001054,CUST1054,League Match,102,24,Banner Ad,0.06,4.2,48,46,44,Laptop,No,Low,45.8
ENG001055,CUST1055,Finals,243,79,Short Reel,0.35,26.3,99,98,97,Mobile,Yes,High,100.0
ENG001056,CUST1056,Rivalry Match,186,60,Video Ad,0.22,14.4,86,88,84,Smart TV,Yes,Medium,87.3
ENG001057,CUST1057,League Match,138,37,Influencer Promotion,0.13,7.2,61,63,60,Laptop,No,Medium,61.5
ENG001058,CUST1058,League Match,123,35,Banner Ad,0.11,6.3,60,58,56,Smart TV,No,Low,57.1
ENG001059,CUST1059,Playoffs,217,72,Short Reel,0.30,20.3,92,94,91,Mobile,Yes,High,95.3
ENG001060,CUST1060,League Match,107,27,Banner Ad,0.07,4.6,52,50,48,Laptop,No,Low,49.0
ENG001061,CUST1061,Rivalry Match,190,62,Video Ad,0.24,15.3,88,90,87,Smart TV,Yes,High,90.5
ENG001062,CUST1062,League Match,147,42,Influencer Promotion,0.15,9.1,67,68,65,Mobile,Yes,Medium,68.0
ENG001063,CUST1063,Finals,239,78,Short Reel,0.34,25.3,98,97,96,Mobile,Yes,High,99.3
ENG001064,CUST1064,League Match,113,30,Banner Ad,0.08,5.1,56,53,51,Laptop,No,Low,52.0
ENG001065,CUST1065,Playoffs,210,69,Video Ad,0.26,17.9,89,91,88,Smart TV,Yes,High,92.3
ENG001066,CUST1066,Rivalry Match,198,66,Short Reel,0.31,20.7,93,96,92,Mobile,Yes,High,96.0
ENG001067,CUST1067,League Match,140,38,Influencer Promotion,0.14,7.5,62,64,61,Laptop,No,Medium,62.7
ENG001068,CUST1068,League Match,118,33,Banner Ad,0.10,5.8,58,56,54,Smart TV,No,Low,55.5
ENG001069,CUST1069,Finals,234,76,Short Reel,0.33,24.2,96,97,95,Mobile,Yes,High,98.5
ENG001070,CUST1070,Rivalry Match,178,57,Video Ad,0.21,13.4,85,87,83,Laptop,Yes,Medium,84.9
ENG001071,CUST1071,League Match,151,44,Influencer Promotion,0.16,9.5,68,70,67,Mobile,Yes,Medium,69.7
ENG001072,CUST1072,League Match,120,34,Banner Ad,0.10,6.0,59,57,55,Smart TV,No,Low,56.1
ENG001073,CUST1073,Playoffs,222,73,Short Reel,0.31,21.7,94,95,93,Mobile,Yes,High,97.0
ENG001074,CUST1074,League Match,99,24,Banner Ad,0.05,3.8,46,45,43,Laptop,No,Low,44.7
ENG001075,CUST1075,Finals,242,78,Short Reel,0.35,26.0,99,98,97,Mobile,Yes,High,99.9
ENG001076,CUST1076,Rivalry Match,187,61,Video Ad,0.23,14.7,87,89,85,Smart TV,Yes,Medium,87.8
ENG001077,CUST1077,League Match,139,38,Influencer Promotion,0.13,7.4,62,64,61,Laptop,No,Medium,62.3
ENG001078,CUST1078,League Match,122,35,Banner Ad,0.11,6.2,60,58,56,Smart TV,No,Low,56.9
ENG001079,CUST1079,Playoffs,216,71,Short Reel,0.29,20.0,91,94,90,Mobile,Yes,High,94.9
ENG001080,CUST1080,League Match,106,27,Banner Ad,0.07,4.5,52,50,48,Laptop,No,Low,48.7
ENG001081,CUST1081,Rivalry Match,191,63,Video Ad,0.24,15.2,88,90,86,Smart TV,Yes,High,90.3
ENG001082,CUST1082,League Match,146,42,Influencer Promotion,0.15,9.0,67,68,65,Mobile,Yes,Medium,67.8
ENG001083,CUST1083,Finals,238,77,Short Reel,0.34,25.2,98,97,96,Mobile,Yes,High,99.2
ENG001084,CUST1084,League Match,112,30,Banner Ad,0.08,5.0,56,53,51,Laptop,No,Low,51.9
ENG001085,CUST1085,Playoffs,209,68,Video Ad,0.25,17.8,88,91,87,Smart TV,Yes,High,92.0
ENG001086,CUST1086,Rivalry Match,197,66,Short Reel,0.31,20.6,93,95,92,Mobile,Yes,High,95.8
ENG001087,CUST1087,League Match,141,39,Influencer Promotion,0.14,7.7,63,64,62,Laptop,No,Medium,63.1
ENG001088,CUST1088,League Match,117,32,Banner Ad,0.09,5.6,57,55,53,Smart TV,No,Low,54.4
ENG001089,CUST1089,Finals,232,75,Short Reel,0.32,23.7,95,96,94,Mobile,Yes,High,98.0
ENG001090,CUST1090,Rivalry Match,178,57,Video Ad,0.20,13.3,84,86,82,Laptop,Yes,Medium,84.5
ENG001091,CUST1091,League Match,152,45,Influencer Promotion,0.17,10.0,70,71,69,Mobile,Yes,Medium,71.1
ENG001092,CUST1092,League Match,120,34,Banner Ad,0.10,6.1,59,56,55,Smart TV,No,Low,56.6
ENG001093,CUST1093,Playoffs,223,74,Short Reel,0.32,22.2,95,96,94,Mobile,Yes,High,97.5
ENG001094,CUST1094,League Match,103,24,Banner Ad,0.06,4.3,48,46,44,Laptop,No,Low,45.9
ENG001095,CUST1095,Finals,244,79,Short Reel,0.35,26.4,99,98,97,Mobile,Yes,High,100.0
ENG001096,CUST1096,Rivalry Match,187,60,Video Ad,0.22,14.5,86,88,84,Smart TV,Yes,Medium,87.4
ENG001097,CUST1097,League Match,139,37,Influencer Promotion,0.13,7.3,61,63,60,Laptop,No,Medium,61.6
ENG001098,CUST1098,League Match,124,35,Banner Ad,0.11,6.4,60,58,56,Smart TV,No,Low,57.2
ENG001099,CUST1099,Playoffs,218,72,Short Reel,0.30,20.4,92,94,91,Mobile,Yes,High,95.4
ENG001100,CUST1100,League Match,108,27,Banner Ad,0.07,4.7,52,50,48,Laptop,No,Low,49.1
ENG001101,CUST1101,Rivalry Match,192,62,Video Ad,0.24,15.4,88,90,87,Smart TV,Yes,High,90.6
ENG001102,CUST1102,League Match,148,42,Influencer Promotion,0.15,9.2,67,68,65,Mobile,Yes,Medium,68.1
ENG001103,CUST1103,Finals,240,78,Short Reel,0.34,25.4,98,97,96,Mobile,Yes,High,99.4
ENG001104,CUST1104,League Match,114,30,Banner Ad,0.08,5.2,56,53,51,Laptop,No,Low,52.1
ENG001105,CUST1105,Playoffs,211,69,Video Ad,0.26,18.0,89,91,88,Smart TV,Yes,High,92.4
ENG001106,CUST1106,Rivalry Match,199,66,Short Reel,0.31,20.8,93,96,92,Mobile,Yes,High,96.1
ENG001107,CUST1107,League Match,141,38,Influencer Promotion,0.14,7.6,62,64,61,Laptop,No,Medium,62.8
ENG001108,CUST1108,League Match,119,33,Banner Ad,0.10,5.9,58,56,54,Smart TV,No,Low,55.6
ENG001109,CUST1109,Finals,235,76,Short Reel,0.33,24.3,96,97,95,Mobile,Yes,High,98.6
ENG001110,CUST1110,Rivalry Match,179,57,Video Ad,0.21,13.5,85,87,83,Laptop,Yes,Medium,85.0
ENG001111,CUST1111,League Match,152,44,Influencer Promotion,0.16,9.6,68,70,67,Mobile,Yes,Medium,69.8
ENG001112,CUST1112,League Match,121,34,Banner Ad,0.10,6.1,59,57,55,Smart TV,No,Low,56.2
ENG001113,CUST1113,Playoffs,223,73,Short Reel,0.31,21.8,94,95,93,Mobile,Yes,High,97.1
ENG001114,CUST1114,League Match,100,24,Banner Ad,0.05,3.9,46,45,43,Laptop,No,Low,44.8
ENG001115,CUST1115,Finals,243,78,Short Reel,0.35,26.1,99,98,97,Mobile,Yes,High,100.0
ENG001116,CUST1116,Rivalry Match,188,61,Video Ad,0.23,14.8,87,89,85,Smart TV,Yes,Medium,87.9
ENG001117,CUST1117,League Match,140,38,Influencer Promotion,0.13,7.5,62,64,61,Laptop,No,Medium,62.4
ENG001118,CUST1118,League Match,123,35,Banner Ad,0.11,6.3,60,58,56,Smart TV,No,Low,57.0
ENG001119,CUST1119,Playoffs,217,71,Short Reel,0.29,20.1,91,94,90,Mobile,Yes,High,95.0
ENG001120,CUST1120,League Match,107,27,Banner Ad,0.07,4.6,52,50,48,Laptop,No,Low,48.8
ENG001121,CUST1121,Rivalry Match,192,63,Video Ad,0.24,15.3,88,90,86,Smart TV,Yes,High,90.4
ENG001122,CUST1122,League Match,147,42,Influencer Promotion,0.15,9.1,67,68,65,Mobile,Yes,Medium,67.9
ENG001123,CUST1123,Finals,239,77,Short Reel,0.34,25.3,98,97,96,Mobile,Yes,High,99.3
ENG001124,CUST1124,League Match,113,30,Banner Ad,0.08,5.1,56,53,51,Laptop,No,Low,52.0
ENG001125,CUST1125,Playoffs,210,68,Video Ad,0.25,17.9,88,91,87,Smart TV,Yes,High,92.1
ENG001126,CUST1126,Rivalry Match,198,66,Short Reel,0.31,20.7,93,95,92,Mobile,Yes,High,95.9
ENG001127,CUST1127,League Match,142,39,Influencer Promotion,0.14,7.8,63,64,62,Laptop,No,Medium,63.2
ENG001128,CUST1128,League Match,118,32,Banner Ad,0.09,5.7,57,55,53,Smart TV,No,Low,54.5
ENG001129,CUST1129,Finals,233,75,Short Reel,0.32,23.8,95,96,94,Mobile,Yes,High,98.1
ENG001130,CUST1130,Rivalry Match,179,57,Video Ad,0.20,13.4,84,86,82,Laptop,Yes,Medium,84.6
ENG001131,CUST1131,League Match,153,45,Influencer Promotion,0.17,10.1,70,71,69,Mobile,Yes,Medium,71.2
ENG001132,CUST1132,League Match,121,34,Banner Ad,0.10,6.2,59,56,55,Smart TV,No,Low,56.7
ENG001133,CUST1133,Playoffs,224,74,Short Reel,0.32,22.3,95,96,94,Mobile,Yes,High,97.6
ENG001134,CUST1134,League Match,104,24,Banner Ad,0.06,4.4,48,46,44,Laptop,No,Low,46.0
ENG001135,CUST1135,Finals,244,79,Short Reel,0.35,26.5,99,98,97,Mobile,Yes,High,100.0
ENG001136,CUST1136,Rivalry Match,188,60,Video Ad,0.22,14.6,86,88,84,Smart TV,Yes,Medium,87.5
ENG001137,CUST1137,League Match,140,37,Influencer Promotion,0.13,7.4,61,63,60,Laptop,No,Medium,61.7
ENG001138,CUST1138,League Match,125,35,Banner Ad,0.11,6.5,60,58,56,Smart TV,No,Low,57.3
ENG001139,CUST1139,Playoffs,219,72,Short Reel,0.30,20.5,92,94,91,Mobile,Yes,High,95.5
ENG001140,CUST1140,League Match,109,27,Banner Ad,0.07,4.8,52,50,48,Laptop,No,Low,49.2
ENG001141,CUST1141,Rivalry Match,192,62,Video Ad,0.24,15.5,88,90,87,Smart TV,Yes,High,90.7
ENG001142,CUST1142,League Match,149,42,Influencer Promotion,0.15,9.3,67,68,65,Mobile,Yes,Medium,68.2
ENG001143,CUST1143,Finals,241,78,Short Reel,0.34,25.5,98,97,96,Mobile,Yes,High,99.5
ENG001144,CUST1144,League Match,115,30,Banner Ad,0.08,5.3,56,53,51,Laptop,No,Low,52.2
ENG001145,CUST1145,Playoffs,212,69,Video Ad,0.26,18.1,89,91,88,Smart TV,Yes,High,92.5
ENG001146,CUST1146,Rivalry Match,200,66,Short Reel,0.31,20.9,93,96,92,Mobile,Yes,High,96.2
ENG001147,CUST1147,League Match,142,38,Influencer Promotion,0.14,7.7,62,64,61,Laptop,No,Medium,62.9
ENG001148,CUST1148,League Match,120,33,Banner Ad,0.10,6.0,58,56,54,Smart TV,No,Low,55.7
ENG001149,CUST1149,Finals,236,76,Short Reel,0.33,24.4,96,97,95,Mobile,Yes,High,98.7
ENG001150,CUST1150,Rivalry Match,180,57,Video Ad,0.21,13.6,85,87,83,Laptop,Yes,Medium,85.1
ENG001151,CUST1151,League Match,153,44,Influencer Promotion,0.16,9.7,68,70,67,Mobile,Yes,Medium,69.9
ENG001152,CUST1152,League Match,122,34,Banner Ad,0.10,6.2,59,57,55,Smart TV,No,Low,56.3
ENG001153,CUST1153,Playoffs,224,73,Short Reel,0.31,21.9,94,95,93,Mobile,Yes,High,97.2
ENG001154,CUST1154,League Match,101,24,Banner Ad,0.05,4.0,46,45,43,Laptop,No,Low,44.9
ENG001155,CUST1155,Finals,244,78,Short Reel,0.35,26.2,99,98,97,Mobile,Yes,High,100.0
ENG001156,CUST1156,Rivalry Match,189,61,Video Ad,0.23,14.9,87,89,85,Smart TV,Yes,Medium,88.0
ENG001157,CUST1157,League Match,141,38,Influencer Promotion,0.13,7.6,62,64,61,Laptop,No,Medium,62.5
ENG001158,CUST1158,League Match,124,35,Banner Ad,0.11,6.4,60,58,56,Smart TV,No,Low,57.1
ENG001159,CUST1159,Playoffs,218,71,Short Reel,0.29,20.1,91,94,90,Mobile,Yes,High,95.1
ENG001160,CUST1160,League Match,108,27,Banner Ad,0.07,4.7,52,50,48,Laptop,No,Low,48.9
ENG001161,CUST1161,Rivalry Match,193,63,Video Ad,0.24,15.4,88,90,86,Smart TV,Yes,High,90.5
ENG001162,CUST1162,League Match,148,42,Influencer Promotion,0.15,9.2,67,68,65,Mobile,Yes,Medium,68.0
ENG001163,CUST1163,Finals,240,77,Short Reel,0.34,25.4,98,97,96,Mobile,Yes,High,99.4
ENG001164,CUST1164,League Match,114,30,Banner Ad,0.08,5.2,56,53,51,Laptop,No,Low,52.1
ENG001165,CUST1165,Playoffs,211,68,Video Ad,0.25,18.0,88,91,87,Smart TV,Yes,High,92.3
ENG001166,CUST1166,Rivalry Match,199,66,Short Reel,0.31,20.8,93,95,92,Mobile,Yes,High,96.1
ENG001167,CUST1167,League Match,143,39,Influencer Promotion,0.14,7.8,63,64,62,Laptop,No,Medium,63.3
ENG001168,CUST1168,League Match,119,32,Banner Ad,0.09,5.8,57,55,53,Smart TV,No,Low,54.6
ENG001169,CUST1169,Finals,234,75,Short Reel,0.32,23.9,95,96,94,Mobile,Yes,High,98.2
ENG001170,CUST1170,Rivalry Match,180,57,Video Ad,0.20,13.5,84,86,82,Laptop,Yes,Medium,84.7
ENG001171,CUST1171,League Match,154,45,Influencer Promotion,0.17,10.2,70,71,69,Mobile,Yes,Medium,71.3
ENG001172,CUST1172,League Match,122,34,Banner Ad,0.10,6.3,59,56,55,Smart TV,No,Low,56.8
ENG001173,CUST1173,Playoffs,225,74,Short Reel,0.32,22.4,95,96,94,Mobile,Yes,High,97.7
ENG001174,CUST1174,League Match,105,24,Banner Ad,0.06,4.5,48,46,44,Laptop,No,Low,46.1
ENG001175,CUST1175,Finals,245,79,Short Reel,0.35,26.6,99,98,97,Mobile,Yes,High,100.0
ENG001176,CUST1176,Rivalry Match,189,60,Video Ad,0.22,14.7,86,88,84,Smart TV,Yes,Medium,87.6
ENG001177,CUST1177,League Match,141,37,Influencer Promotion,0.13,7.5,61,63,60,Laptop,No,Medium,61.8
ENG001178,CUST1178,League Match,126,35,Banner Ad,0.11,6.6,60,58,56,Smart TV,No,Low,57.4
ENG001179,CUST1179,Playoffs,220,72,Short Reel,0.30,20.6,92,94,91,Mobile,Yes,High,95.6
ENG001180,CUST1180,League Match,110,27,Banner Ad,0.07,4.9,52,50,48,Laptop,No,Low,49.3
ENG001181,CUST1181,Rivalry Match,193,62,Video Ad,0.24,15.6,88,90,87,Smart TV,Yes,High,90.8
ENG001182,CUST1182,League Match,150,42,Influencer Promotion,0.15,9.4,67,68,65,Mobile,Yes,Medium,68.3
ENG001183,CUST1183,Finals,242,78,Short Reel,0.34,25.6,98,97,96,Mobile,Yes,High,99.6
ENG001184,CUST1184,League Match,116,30,Banner Ad,0.08,5.4,56,53,51,Laptop,No,Low,52.3
ENG001185,CUST1185,Playoffs,213,69,Video Ad,0.26,18.2,89,91,88,Smart TV,Yes,High,92.6
ENG001186,CUST1186,Rivalry Match,201,66,Short Reel,0.31,21.0,93,96,92,Mobile,Yes,High,96.3
ENG001187,CUST1187,League Match,143,38,Influencer Promotion,0.14,7.8,62,64,61,Laptop,No,Medium,63.0
ENG001188,CUST1188,League Match,121,33,Banner Ad,0.10,6.1,58,56,54,Smart TV,No,Low,55.8
ENG001189,CUST1189,Finals,237,76,Short Reel,0.33,24.5,96,97,95,Mobile,Yes,High,98.8
ENG001190,CUST1190,Rivalry Match,181,57,Video Ad,0.21,13.7,85,87,83,Laptop,Yes,Medium,85.2
ENG001191,CUST1191,League Match,154,44,Influencer Promotion,0.16,9.8,68,70,67,Mobile,Yes,Medium,70.0
ENG001192,CUST1192,League Match,123,34,Banner Ad,0.10,6.3,59,57,55,Smart TV,No,Low,56.4
ENG001193,CUST1193,Playoffs,225,73,Short Reel,0.31,22.0,94,95,93,Mobile,Yes,High,97.3
ENG001194,CUST1194,League Match,102,24,Banner Ad,0.05,4.1,46,45,43,Laptop,No,Low,45.0
ENG001195,CUST1195,Finals,245,78,Short Reel,0.35,26.3,99,98,97,Mobile,Yes,High,100.0
ENG001196,CUST1196,Rivalry Match,190,61,Video Ad,0.23,15.0,87,89,85,Smart TV,Yes,Medium,88.1
ENG001197,CUST1197,League Match,142,38,Influencer Promotion,0.13,7.7,62,64,61,Laptop,No,Medium,62.6
ENG001198,CUST1198,League Match,125,35,Banner Ad,0.11,6.5,60,58,56,Smart TV,No,Low,57.2
ENG001199,CUST1199,Playoffs,219,71,Short Reel,0.29,20.2,91,94,90,Mobile,Yes,High,95.2
ENG001200,CUST1200,League Match,109,27,Banner Ad,0.07,4.8,52,50,48,Laptop,No,Low,49.0
ENG001201,CUST1201,Rivalry Match,194,63,Short Reel,0.30,19.3,92,95,90,Mobile,Yes,High,94.6
ENG001202,CUST1202,League Match,130,40,Video Ad,0.15,8.7,67,64,60,Laptop,No,Medium,65.4
ENG001203,CUST1203,Playoffs,217,74,Influencer Promotion,0.33,22.3,95,94,92,Mobile,Yes,High,97.6
ENG001204,CUST1204,League Match,103,28,Banner Ad,0.07,4.8,54,51,48,Smart TV,No,Low,49.9
ENG001205,CUST1205,Finals,244,79,Short Reel,0.35,25.3,99,98,96,Mobile,Yes,High,99.3
ENG001206,CUST1206,League Match,150,44,Video Ad,0.17,10.3,71,72,69,Laptop,No,Medium,70.1
ENG001207,CUST1207,Rivalry Match,199,66,Short Reel,0.32,20.8,94,97,91,Mobile,Yes,High,96.0
ENG001208,CUST1208,League Match,171,43,Video Ad,0.14,8.5,65,61,63,Smart TV,No,Low,62.1
ENG001209,CUST1209,Playoffs,207,69,Influencer Promotion,0.29,19.2,90,93,88,Mobile,Yes,High,93.1
ENG001210,CUST1210,League Match,94,23,Banner Ad,0.05,3.5,46,48,44,Laptop,No,Low,44.9
ENG001211,CUST1211,Rivalry Match,181,58,Short Reel,0.28,17.1,88,92,86,Mobile,Yes,High,91.0
ENG001212,CUST1212,League Match,138,39,Video Ad,0.12,7.4,63,59,61,Smart TV,No,Medium,59.9
