purchase_id,customer_id,preferred_shopping_platform,sports_equipment_spending_per_month,previous_cricket_gear_purchases,average_order_value,preferred_product_category,purchase_frequency_per_year,discount_sensitivity,cart_abandonment_rate,payment_method_preference,brand_loyalty_level,likely_to_buy_cricket_kit
PUR001212,CUST1212,Flipkart,2060,2,2560,Jerseys,2,High,0.47,Debit Card,Low,No
PUR001213,CUST1213,Brand Website,7510,10,9710,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001214,CUST1214,Local Store,1330,1,1630,Accessories,1,Medium,0.32,Cash on Delivery,Low,No
PUR001215,CUST1215,Amazon,4730,6,6030,Bats,5,Medium,0.19,UPI,Medium,Yes
PUR001216,CUST1216,Brand Website,6790,9,8690,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001217,CUST1217,Flipkart,2490,3,3190,Gloves,3,High,0.43,Debit Card,Medium,No
PUR001218,CUST1218,Amazon,4090,5,5290,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001219,CUST1219,Local Store,1610,1,1910,Accessories,1,High,0.56,Cash on Delivery,Low,No
PUR001220,CUST1220,Brand Website,5940,8,7740,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001221,CUST1221,Amazon,3670,5,4770,Bats,4,Medium,0.23,UPI,Medium,Yes
PUR001222,CUST1222,Flipkart,2130,2,2630,Jerseys,2,High,0.49,Debit Card,Low,No
PUR001223,CUST1223,Brand Website,7170,10,9370,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001224,CUST1224,Local Store,1300,1,1550,Accessories,1,Medium,0.30,Cash on Delivery,Low,No
PUR001225,CUST1225,Amazon,4550,6,5850,Shoes,5,Medium,0.20,UPI,Medium,Yes
PUR001226,CUST1226,Brand Website,6550,9,8450,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR001227,CUST1227,Flipkart,2640,3,3340,Gloves,3,High,0.44,Debit Card,Medium,No
PUR001228,CUST1228,Amazon,3890,5,5090,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR001229,CUST1229,Local Store,1510,1,1810,Accessories,1,High,0.53,Cash on Delivery,Low,No
PUR001230,CUST1230,Brand Website,6110,8,7910,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001231,CUST1231,Amazon,3520,4,4620,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR001232,CUST1232,Flipkart,2070,2,2570,Jerseys,2,High,0.47,Debit Card,Low,No
PUR001233,CUST1233,Brand Website,7520,10,9720,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001234,CUST1234,Local Store,1340,1,1640,Accessories,1,Medium,0.32,Cash on Delivery,Low,No
PUR001235,CUST1235,Amazon,4740,6,6040,Bats,5,Medium,0.19,UPI,Medium,Yes
PUR001236,CUST1236,Brand Website,6800,9,8700,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001237,CUST1237,Flipkart,2500,3,3200,Gloves,3,High,0.43,Debit Card,Medium,No
PUR001238,CUST1238,Amazon,4100,5,5300,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001239,CUST1239,Local Store,1620,1,1920,Accessories,1,High,0.56,Cash on Delivery,Low,No
PUR001240,CUST1240,Brand Website,5950,8,7750,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001241,CUST1241,Amazon,3680,5,4780,Bats,4,Medium,0.23,UPI,Medium,Yes
PUR001242,CUST1242,Flipkart,2140,2,2640,Jerseys,2,High,0.49,Debit Card,Low,No
PUR001243,CUST1243,Brand Website,7180,10,9380,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001244,CUST1244,Local Store,1310,1,1560,Accessories,1,Medium,0.30,Cash on Delivery,Low,No
PUR001245,CUST1245,Amazon,4560,6,5860,Shoes,5,Medium,0.20,UPI,Medium,Yes
PUR001246,CUST1246,Brand Website,6560,9,8460,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR001247,CUST1247,Flipkart,2650,3,3350,Gloves,3,High,0.44,Debit Card,Medium,No
PUR001248,CUST1248,Amazon,3900,5,5100,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR001249,CUST1249,Local Store,1520,1,1820,Accessories,1,High,0.53,Cash on Delivery,Low,No
PUR001250,CUST1250,Brand Website,6120,8,7920,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001251,CUST1251,Amazon,3530,4,4630,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR001252,CUST1252,Flipkart,2080,2,2580,Jerseys,2,High,0.47,Debit Card,Low,No
PUR001253,CUST1253,Brand Website,7530,10,9730,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001254,CUST1254,Local Store,1350,1,1650,Accessories,1,Medium,0.32,Cash on Delivery,Low,No
PUR001255,CUST1255,Amazon,4750,6,6050,Bats,5,Medium,0.19,UPI,Medium,Yes
PUR001256,CUST1256,Brand Website,6810,9,8710,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001257,CUST1257,Flipkart,2510,3,3210,Gloves,3,High,0.43,Debit Card,Medium,No
PUR001258,CUST1258,Amazon,4110,5,5310,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001259,CUST1259,Local Store,1630,1,1930,Accessories,1,High,0.56,Cash on Delivery,Low,No
PUR001260,CUST1260,Brand Website,5960,8,7760,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001261,CUST1261,Amazon,3690,5,4790,Bats,4,Medium,0.23,UPI,Medium,Yes
PUR001262,CUST1262,Flipkart,2150,2,2650,Jerseys,2,High,0.49,Debit Card,Low,No
PUR001263,CUST1263,Brand Website,7190,10,9390,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001264,CUST1264,Local Store,1320,1,1570,Accessories,1,Medium,0.30,Cash on Delivery,Low,No
PUR001265,CUST1265,Amazon,4570,6,5870,Shoes,5,Medium,0.20,UPI,Medium,Yes
PUR001266,CUST1266,Brand Website,6570,9,8470,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR001267,CUST1267,Flipkart,2660,3,3360,Gloves,3,High,0.44,Debit Card,Medium,No
PUR001268,CUST1268,Amazon,3910,5,5110,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR001269,CUST1269,Local Store,1530,1,1830,Accessories,1,High,0.53,Cash on Delivery,Low,No
PUR001270,CUST1270,Brand Website,6130,8,7930,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001271,CUST1271,Amazon,3540,4,4640,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR001272,CUST1272,Flipkart,2090,2,2590,Jerseys,2,High,0.47,Debit Card,Low,No
PUR001273,CUST1273,Brand Website,7540,10,9740,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001274,CUST1274,Local Store,1360,1,1660,Accessories,1,Medium,0.32,Cash on Delivery,Low,No
PUR001275,CUST1275,Amazon,4760,6,6060,Bats,5,Medium,0.19,UPI,Medium,Yes
PUR001276,CUST1276,Brand Website,6820,9,8720,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001277,CUST1277,Flipkart,2520,3,3220,Gloves,3,High,0.43,Debit Card,Medium,No
PUR001278,CUST1278,Amazon,4120,5,5320,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001279,CUST1279,Local Store,1640,1,1940,Accessories,1,High,0.56,Cash on Delivery,Low,No
PUR001280,CUST1280,Brand Website,5970,8,7770,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001281,CUST1281,Amazon,3700,5,4800,Bats,4,Medium,0.23,UPI,Medium,Yes
PUR001282,CUST1282,Flipkart,2160,2,2660,Jerseys,2,High,0.49,Debit Card,Low,No
PUR001283,CUST1283,Brand Website,7200,10,9400,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001284,CUST1284,Local Store,1330,1,1580,Accessories,1,Medium,0.30,Cash on Delivery,Low,No
PUR001285,CUST1285,Amazon,4580,6,5880,Shoes,5,Medium,0.20,UPI,Medium,Yes
PUR001286,CUST1286,Brand Website,6580,9,8480,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR001287,CUST1287,Flipkart,2670,3,3370,Gloves,3,High,0.44,Debit Card,Medium,No
PUR001288,CUST1288,Amazon,3920,5,5120,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR001289,CUST1289,Local Store,1540,1,1840,Accessories,1,High,0.53,Cash on Delivery,Low,No
PUR001290,CUST1290,Brand Website,6140,8,7940,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001291,CUST1291,Amazon,3550,4,4650,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR001292,CUST1292,Flipkart,2100,2,2600,Jerseys,2,High,0.47,Debit Card,Low,No
PUR001293,CUST1293,Brand Website,7550,10,9750,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001294,CUST1294,Local Store,1370,1,1670,Accessories,1,Medium,0.32,Cash on Delivery,Low,No
PUR001295,CUST1295,Amazon,4770,6,6070,Bats,5,Medium,0.19,UPI,Medium,Yes
PUR001296,CUST1296,Brand Website,6830,9,8730,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001297,CUST1297,Flipkart,2530,3,3230,Gloves,3,High,0.43,Debit Card,Medium,No
PUR001298,CUST1298,Amazon,4130,5,5330,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001299,CUST1299,Local Store,1650,1,1950,Accessories,1,High,0.56,Cash on Delivery,Low,No
PUR001300,CUST1300,Brand Website,5980,8,7780,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001301,CUST1301,Amazon,3710,5,4810,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR001302,CUST1302,Flipkart,2170,2,2670,Jerseys,2,High,0.50,Debit Card,Low,No
PUR001303,CUST1303,Brand Website,7210,10,9410,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001304,CUST1304,Local Store,1340,1,1590,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR001305,CUST1305,Amazon,4590,6,5890,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR001306,CUST1306,Brand Website,6590,9,8490,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001307,CUST1307,Flipkart,2680,3,3380,Gloves,3,High,0.45,Debit Card,Medium,No
PUR001308,CUST1308,Amazon,3930,5,5130,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR001309,CUST1309,Local Store,1550,1,1850,Accessories,1,High,0.54,Cash on Delivery,Low,No
PUR001310,CUST1310,Brand Website,6150,8,7950,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001311,CUST1311,Amazon,3560,4,4660,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001312,CUST1312,Flipkart,2110,2,2610,Jerseys,2,High,0.46,Debit Card,Low,No
PUR001313,CUST1313,Brand Website,7560,10,9760,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001314,CUST1314,Local Store,1380,1,1680,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR001315,CUST1315,Amazon,4780,6,6080,Bats,5,Medium,0.18,UPI,Medium,Yes
PUR001316,CUST1316,Brand Website,6840,9,8740,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001317,CUST1317,Flipkart,2540,3,3240,Gloves,3,High,0.42,Debit Card,Medium,No
PUR001318,CUST1318,Amazon,4140,5,5340,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR001319,CUST1319,Local Store,1660,1,1960,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR001320,CUST1320,Brand Website,5990,8,7790,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001321,CUST1321,Amazon,3720,5,4820,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR001322,CUST1322,Flipkart,2180,2,2680,Jerseys,2,High,0.50,Debit Card,Low,No
PUR001323,CUST1323,Brand Website,7220,10,9420,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001324,CUST1324,Local Store,1350,1,1600,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR001325,CUST1325,Amazon,4600,6,5900,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR001326,CUST1326,Brand Website,6600,9,8500,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001327,CUST1327,Flipkart,2690,3,3390,Gloves,3,High,0.45,Debit Card,Medium,No
PUR001328,CUST1328,Amazon,3940,5,5140,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR001329,CUST1329,Local Store,1560,1,1860,Accessories,1,High,0.54,Cash on Delivery,Low,No
PUR001330,CUST1330,Brand Website,6160,8,7960,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001331,CUST1331,Amazon,3570,4,4670,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001332,CUST1332,Flipkart,2120,2,2620,Jerseys,2,High,0.46,Debit Card,Low,No
PUR001333,CUST1333,Brand Website,7570,10,9770,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001334,CUST1334,Local Store,1390,1,1690,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR001335,CUST1335,Amazon,4790,6,6090,Bats,5,Medium,0.18,UPI,Medium,Yes
PUR001336,CUST1336,Brand Website,6850,9,8750,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001337,CUST1337,Flipkart,2550,3,3250,Gloves,3,High,0.42,Debit Card,Medium,No
PUR001338,CUST1338,Amazon,4150,5,5350,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR001339,CUST1339,Local Store,1670,1,1970,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR001340,CUST1340,Brand Website,6000,8,7800,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001341,CUST1341,Amazon,3730,5,4830,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR001342,CUST1342,Flipkart,2190,2,2690,Jerseys,2,High,0.50,Debit Card,Low,No
PUR001343,CUST1343,Brand Website,7230,10,9430,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001344,CUST1344,Local Store,1360,1,1610,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR001345,CUST1345,Amazon,4610,6,5910,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR001346,CUST1346,Brand Website,6610,9,8510,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001347,CUST1347,Flipkart,2700,3,3400,Gloves,3,High,0.45,Debit Card,Medium,No
PUR001348,CUST1348,Amazon,3950,5,5150,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR001349,CUST1349,Local Store,1570,1,1870,Accessories,1,High,0.54,Cash on Delivery,Low,No
PUR001350,CUST1350,Brand Website,6170,8,7970,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001351,CUST1351,Amazon,3580,4,4680,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001352,CUST1352,Flipkart,2130,2,2630,Jerseys,2,High,0.46,Debit Card,Low,No
PUR001353,CUST1353,Brand Website,7580,10,9780,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001354,CUST1354,Local Store,1400,1,1700,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR001355,CUST1355,Amazon,4800,6,6100,Bats,5,Medium,0.18,UPI,Medium,Yes
PUR001356,CUST1356,Brand Website,6860,9,8760,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001357,CUST1357,Flipkart,2560,3,3260,Gloves,3,High,0.42,Debit Card,Medium,No
PUR001358,CUST1358,Amazon,4160,5,5360,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR001359,CUST1359,Local Store,1680,1,1980,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR001360,CUST1360,Brand Website,6010,8,7810,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001361,CUST1361,Amazon,3740,5,4840,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR001362,CUST1362,Flipkart,2200,2,2700,Jerseys,2,High,0.50,Debit Card,Low,No
PUR001363,CUST1363,Brand Website,7240,10,9440,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001364,CUST1364,Local Store,1370,1,1620,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR001365,CUST1365,Amazon,4620,6,5920,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR001366,CUST1366,Brand Website,6620,9,8520,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001367,CUST1367,Flipkart,2710,3,3410,Gloves,3,High,0.45,Debit Card,Medium,No
PUR001368,CUST1368,Amazon,3960,5,5160,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR001369,CUST1369,Local Store,1580,1,1880,Accessories,1,High,0.54,Cash on Delivery,Low,No
PUR001370,CUST1370,Brand Website,6180,8,7980,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001371,CUST1371,Amazon,3590,4,4690,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001372,CUST1372,Flipkart,2140,2,2640,Jerseys,2,High,0.46,Debit Card,Low,No
PUR001373,CUST1373,Brand Website,7590,10,9790,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001374,CUST1374,Local Store,1410,1,1710,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR001375,CUST1375,Amazon,4810,6,6110,Bats,5,Medium,0.18,UPI,Medium,Yes
PUR001376,CUST1376,Brand Website,6870,9,8770,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001377,CUST1377,Flipkart,2570,3,3270,Gloves,3,High,0.42,Debit Card,Medium,No
PUR001378,CUST1378,Amazon,4170,5,5370,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR001379,CUST1379,Local Store,1690,1,1990,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR001380,CUST1380,Brand Website,6020,8,7820,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001381,CUST1381,Amazon,3750,5,4850,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR001382,CUST1382,Flipkart,2210,2,2710,Jerseys,2,High,0.50,Debit Card,Low,No
PUR001383,CUST1383,Brand Website,7250,10,9450,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001384,CUST1384,Local Store,1380,1,1630,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR001385,CUST1385,Amazon,4630,6,5930,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR001386,CUST1386,Brand Website,6630,9,8530,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001387,CUST1387,Flipkart,2720,3,3420,Gloves,3,High,0.45,Debit Card,Medium,No
PUR001388,CUST1388,Amazon,3970,5,5170,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR001389,CUST1389,Local Store,1590,1,1890,Accessories,1,High,0.54,Cash on Delivery,Low,No
PUR001390,CUST1390,Brand Website,6190,8,7990,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001391,CUST1391,Amazon,3600,4,4700,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001392,CUST1392,Flipkart,2150,2,2650,Jerseys,2,High,0.46,Debit Card,Low,No
PUR001393,CUST1393,Brand Website,7600,10,9800,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001394,CUST1394,Local Store,1420,1,1720,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR001395,CUST1395,Amazon,4820,6,6120,Bats,5,Medium,0.18,UPI,Medium,Yes
PUR001396,CUST1396,Brand Website,6880,9,8780,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001397,CUST1397,Flipkart,2580,3,3280,Gloves,3,High,0.42,Debit Card,Medium,No
PUR001398,CUST1398,Amazon,4180,5,5380,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR001399,CUST1399,Local Store,1700,1,2000,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR001400,CUST1400,Brand Website,6030,8,7830,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001401,CUST1401,Amazon,3760,5,4860,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR001402,CUST1402,Flipkart,2220,2,2720,Jerseys,2,High,0.50,Debit Card,Low,No
PUR001403,CUST1403,Brand Website,7260,10,9460,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001404,CUST1404,Local Store,1390,1,1640,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR001405,CUST1405,Amazon,4640,6,5940,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR001406,CUST1406,Brand Website,6640,9,8540,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001407,CUST1407,Flipkart,2730,3,3430,Gloves,3,High,0.45,Debit Card,Medium,No
PUR001408,CUST1408,Amazon,3980,5,5180,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR001409,CUST1409,Local Store,1600,1,1900,Accessories,1,High,0.54,Cash on Delivery,Low,No
PUR001410,CUST1410,Brand Website,6200,8,8000,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001411,CUST1411,Amazon,3610,4,4710,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001412,CUST1412,Flipkart,2160,2,2660,Jerseys,2,High,0.46,Debit Card,Low,No
PUR001413,CUST1413,Brand Website,7610,10,9810,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001414,CUST1414,Local Store,1430,1,1730,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR001415,CUST1415,Amazon,4830,6,6130,Bats,5,Medium,0.18,UPI,Medium,Yes
PUR001416,CUST1416,Brand Website,6890,9,8790,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001417,CUST1417,Flipkart,2590,3,3290,Gloves,3,High,0.42,Debit Card,Medium,No
PUR001418,CUST1418,Amazon,4190,5,5390,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR001419,CUST1419,Local Store,1710,1,2010,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR001420,CUST1420,Brand Website,6040,8,7840,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001421,CUST1421,Amazon,3770,5,4870,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR001422,CUST1422,Flipkart,2230,2,2730,Jerseys,2,High,0.50,Debit Card,Low,No
PUR001423,CUST1423,Brand Website,7270,10,9470,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001424,CUST1424,Local Store,1400,1,1650,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR001425,CUST1425,Amazon,4650,6,5950,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR001426,CUST1426,Brand Website,6650,9,8550,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001427,CUST1427,Flipkart,2740,3,3440,Gloves,3,High,0.45,Debit Card,Medium,No
PUR001428,CUST1428,Amazon,3990,5,5190,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR001429,CUST1429,Local Store,1610,1,1910,Accessories,1,High,0.54,Cash on Delivery,Low,No
PUR001430,CUST1430,Brand Website,6210,8,8010,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001431,CUST1431,Amazon,3620,4,4720,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001432,CUST1432,Flipkart,2170,2,2670,Jerseys,2,High,0.46,Debit Card,Low,No
PUR001433,CUST1433,Brand Website,7620,10,9820,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001434,CUST1434,Local Store,1440,1,1740,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR001435,CUST1435,Amazon,4840,6,6140,Bats,5,Medium,0.18,UPI,Medium,Yes
PUR001436,CUST1436,Brand Website,6900,9,8800,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001437,CUST1437,Flipkart,2600,3,3300,Gloves,3,High,0.42,Debit Card,Medium,No
PUR001438,CUST1438,Amazon,4200,5,5400,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR001439,CUST1439,Local Store,1720,1,2020,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR001440,CUST1440,Brand Website,6050,8,7850,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001441,CUST1441,Amazon,3780,5,4880,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR001442,CUST1442,Flipkart,2240,2,2740,Jerseys,2,High,0.50,Debit Card,Low,No
PUR001443,CUST1443,Brand Website,7280,10,9480,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001444,CUST1444,Local Store,1410,1,1660,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR001445,CUST1445,Amazon,4660,6,5960,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR001446,CUST1446,Brand Website,6660,9,8560,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001447,CUST1447,Flipkart,2750,3,3450,Gloves,3,High,0.45,Debit Card,Medium,No
PUR001448,CUST1448,Amazon,4000,5,5200,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR001449,CUST1449,Local Store,1620,1,1920,Accessories,1,High,0.54,Cash on Delivery,Low,No
PUR001450,CUST1450,Brand Website,6220,8,8020,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001451,CUST1451,Amazon,3630,4,4730,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001452,CUST1452,Flipkart,2180,2,2680,Jerseys,2,High,0.46,Debit Card,Low,No
PUR001453,CUST1453,Brand Website,7630,10,9830,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001454,CUST1454,Local Store,1450,1,1750,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR001455,CUST1455,Amazon,4850,6,6150,Bats,5,Medium,0.18,UPI,Medium,Yes
PUR001456,CUST1456,Brand Website,6910,9,8810,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001457,CUST1457,Flipkart,2610,3,3310,Gloves,3,High,0.42,Debit Card,Medium,No
PUR001458,CUST1458,Amazon,4210,5,5410,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR001459,CUST1459,Local Store,1730,1,2030,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR001460,CUST1460,Brand Website,6060,8,7860,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR001461,CUST1461,Amazon,3790,5,4890,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR001462,CUST1462,Flipkart,2250,2,2750,Jerseys,2,High,0.50,Debit Card,Low,No
PUR001463,CUST1463,Brand Website,7290,10,9490,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR001464,CUST1464,Local Store,1420,1,1670,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR001465,CUST1465,Amazon,4670,6,5970,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR001466,CUST1466,Brand Website,6670,9,8570,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR001467,CUST1467,Flipkart,2760,3,3460,Gloves,3,High,0.45,Debit Card,Medium,No
PUR001468,CUST1468,Amazon,4010,5,5210,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR001469,CUST1469,Local Store,1630,1,1930,Accessories,1,High,0.54,Cash on Delivery,Low,No
PUR001470,CUST1470,Brand Website,6230,8,8030,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR001471,CUST1471,Amazon,3640,4,4740,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR001472,CUST1472,Flipkart,2190,2,2690,Jerseys,2,High,0.46,Debit Card,Low,No
PUR001473,CUST1473,Brand Website,7640,10,9840,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR001474,CUST1474,Local Store,1460,1,1760,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR001475,CUST1475,Amazon,4860,6,6160,Bats,5,Medium,0.18,UPI,Medium,Yes
PUR001476,CUST1476,Brand Website,6920,9,8820,Full Kits,7,Low,0.08,Credit Card,High,Yes
